Experiment	Lawn_bacterium	Plate	Colony	Measurement	Colony_diameter	Halo_diameter
II	R483D2	2	Mid_right	3	1.451	2.878
II	R483D2	2	Mid_right	4	1.443	2.969
II	R483D2	2	Mid_right	5	1.43	2.801
II	R483D2	3	Mid_right	1	1.527	3.092
II	R483D2	3	Mid_right	2	1.503	3.006
II	R483D2	3	Mid_right	3	1.493	3.102
II	R483D2	3	Mid_right	4	1.488	3.066
II	R483D2	3	Mid_right	5	1.533	3.066
II	R483D2	4	Mid_right	1	1.431	2.816
II	R483D2	4	Mid_right	2	1.407	2.743
II	R483D2	4	Mid_right	3	1.49	2.785
II	R483D2	4	Mid_right	4	1.471	2.747
II	R483D2	4	Mid_right	5	1.438	2.792
II	R483D2	5	Mid_right	1	1.468	3.206
II	R483D2	5	Mid_right	2	1.386	3.284
II	R483D2	5	Mid_right	3	1.457	3.224
II	R483D2	5	Mid_right	4	1.436	3.199
II	R483D2	5	Mid_right	5	1.43	3.227
II	R930	1	Mid_right	1	1.141	2.515
II	R930	1	Mid_right	2	1.111	2.514
II	R930	1	Mid_right	3	1.152	2.531
II	R930	1	Mid_right	4	1.142	2.594
II	R930	1	Mid_right	5	1.141	2.572
II	R930	2	Mid_right	1	1.138	2.355
II	R930	2	Mid_right	2	1.088	2.337
II	R930	2	Mid_right	3	1.148	2.34
II	R930	2	Mid_right	4	1.133	2.361
II	R930	2	Mid_right	5	1.129	2.339
II	R930	3	Mid_right	1	1.195	2.924
II	R930	3	Mid_right	2	1.144	2.948
II	R930	3	Mid_right	3	1.203	3.005
II	R930	3	Mid_right	4	1.205	3.007
II	R930	3	Mid_right	5	1.195	3.062
II	R930	4	Mid_right	1	1.189	2.658
II	R930	4	Mid_right	2	1.123	2.853
II	R930	4	Mid_right	3	1.203	2.858
II	R930	4	Mid_right	4	1.164	2.78
II	R930	4	Mid_right	5	1.168	2.748
II	R930	5	Mid_right	1	1.135	3.067
II	R930	5	Mid_right	2	1.073	3.12
II	R930	5	Mid_right	3	1.118	3.166
II	R930	5	Mid_right	4	1.106	3.158
II	R930	5	Mid_right	5	1.135	2.978
II	S736	1	Mid_right	1	1.157	5
II	S736	1	Mid_right	2	1.166	5
II	S736	1	Mid_right	3	1.187	5
II	S736	1	Mid_right	4	1.212	5
II	S736	1	Mid_right	5	1.242	5
II	S736	2	Mid_right	1	1.235	5
II	S736	2	Mid_right	2	1.198	5
II	S736	2	Mid_right	3	1.234	5
II	S736	2	Mid_right	4	1.202	5
II	S736	2	Mid_right	5	1.231	5
II	S736	3	Mid_right	1	1.029	5
II	S736	3	Mid_right	2	0.984	5
II	S736	3	Mid_right	3	1.037	5
II	S736	3	Mid_right	4	1.037	5
II	S736	3	Mid_right	5	1.022	5
II	S736	4	Mid_right	1	0.968	5
II	S736	4	Mid_right	2	0.991	5
II	S736	4	Mid_right	3	1.006	5
II	S736	4	Mid_right	4	1.003	5
II	S736	4	Mid_right	5	0.976	5
II	S736	5	Mid_right	1	1.146	5
II	S736	5	Mid_right	2	1.145	5
II	S736	5	Mid_right	3	1.181	5
II	S736	5	Mid_right	4	1.181	5
II	S736	5	Mid_right	5	1.146	5
III	R179	1	Mid_right	1	1.36	1.987
III	R179	1	Mid_right	2	1.325	2.162
III	R179	1	Mid_right	3	1.374	2.162
III	R179	1	Mid_right	4	1.406	2.085
III	R179	1	Mid_right	5	1.343	2.198
III	R179	2	Mid_right	1	1.331	2.353
III	R179	2	Mid_right	2	1.314	2.371
III	R179	2	Mid_right	3	1.328	2.447
III	R179	2	Mid_right	4	1.34	2.538
III	R179	2	Mid_right	5	1.403	2.674
III	R179	3	Mid_right	1	1.361	2.442
III	R179	3	Mid_right	2	1.277	2.459
III	R179	3	Mid_right	3	1.343	2.391
III	R179	3	Mid_right	4	1.336	2.407
III	R179	3	Mid_right	5	1.341	2.483
III	R179	4	Mid_right	1	1.37	2.87
III	R179	4	Mid_right	2	1.361	2.762
III	R179	4	Mid_right	3	1.248	2.68
III	R179	4	Mid_right	4	1.356	2.766
III	R179	4	Mid_right	5	1.361	2.763
III	R179	5	Mid_right	1	1.319	2.566
III	R179	5	Mid_right	2	1.308	2.654
III	R179	5	Mid_right	3	1.357	2.659
III	R179	5	Mid_right	4	1.334	2.676
III	R179	5	Mid_right	5	1.319	2.718
III	R402	1	Mid_right	1	1.069	1.569
III	R402	1	Mid_right	2	1.06	1.663
III	R402	1	Mid_right	3	1.102	1.728
III	R402	1	Mid_right	4	1.093	1.592
III	R402	1	Mid_right	5	1.072	1.582
III	R402	2	Mid_right	1	1.174	1.652
III	R402	2	Mid_right	2	1.136	1.568
III	R402	2	Mid_right	3	1.213	1.702
III	R402	2	Mid_right	4	1.143	1.731
III	R402	2	Mid_right	5	1.19	1.605
III	R402	3	Mid_right	1	1.114	1.807
III	R402	3	Mid_right	2	1.032	1.868
III	R402	3	Mid_right	3	1.122	1.856
III	R402	3	Mid_right	4	1.099	1.83
III	R402	3	Mid_right	5	1.103	1.883
III	R402	4	Mid_right	1	1.141	1.928
III	R402	4	Mid_right	2	1.107	1.998
III	R402	4	Mid_right	3	1.164	1.932
III	R402	4	Mid_right	4	1.184	1.957
III	R402	4	Mid_right	5	1.143	1.927
III	R402	5	Mid_right	1	1.072	1.945
III	R402	5	Mid_right	2	1.035	1.943
III	R402	5	Mid_right	3	1.113	2.003
III	R402	5	Mid_right	4	1.117	1.913
III	R402	5	Mid_right	5	1.072	1.986
III	R50	1	Mid_right	1	1.243	1.41
III	R50	1	Mid_right	2	1.165	1.408
III	R50	1	Mid_right	3	1.217	1.414
III	R50	1	Mid_right	4	1.231	1.436
III	R50	1	Mid_right	5	1.246	1.429
III	R50	2	Mid_right	1	1.185	1.359
III	R50	2	Mid_right	2	1.105	1.308
III	R50	2	Mid_right	3	1.207	1.285
III	R50	2	Mid_right	4	1.198	1.339
III	R50	2	Mid_right	5	1.185	1.271
III	R50	3	Mid_right	1	1.218	1.536
III	R50	3	Mid_right	2	1.185	1.444
III	R50	3	Mid_right	3	1.257	1.479
III	R50	3	Mid_right	4	1.247	1.477
III	R50	3	Mid_right	5	1.227	1.483
III	R50	4	Mid_right	1	1.254	1.426
III	R50	4	Mid_right	2	1.215	1.373
III	R50	4	Mid_right	3	1.261	1.365
III	R50	4	Mid_right	4	1.278	1.373
III	R50	4	Mid_right	5	1.259	1.338
III	R50	5	Mid_right	1	1.248	1.373
III	R50	5	Mid_right	2	1.203	1.374
III	R50	5	Mid_right	3	1.262	1.434
III	R50	5	Mid_right	4	1.276	1.464
III	R50	5	Mid_right	5	1.265	1.444
III	S728	1	Mid_right	1	1.64	5
III	S728	1	Mid_right	2	1.675	5
III	S728	1	Mid_right	3	1.666	5
III	S728	1	Mid_right	4	1.688	5
III	S728	1	Mid_right	5	1.661	5
III	S728	2	Mid_right	1	1.74	5
III	S728	2	Mid_right	2	1.784	5
III	S728	2	Mid_right	3	1.808	5
III	S728	2	Mid_right	4	1.802	5
III	S728	2	Mid_right	5	1.756	5
III	S728	3	Mid_right	1	1.747	5
III	S728	3	Mid_right	2	1.723	5
III	S728	3	Mid_right	3	1.773	5
III	S728	3	Mid_right	4	1.829	5
III	S728	3	Mid_right	5	1.801	5
III	S728	4	Mid_right	1	1.782	5
III	S728	4	Mid_right	2	1.8	5
III	S728	4	Mid_right	3	1.828	5
III	S728	4	Mid_right	4	1.862	5
III	S728	4	Mid_right	5	1.785	5
III	S728	5	Mid_right	1	1.784	5
III	S728	5	Mid_right	2	1.741	5
III	S728	5	Mid_right	3	1.809	5
III	S728	5	Mid_right	4	1.736	5
III	S728	5	Mid_right	5	1.713	5
IV	R105	1	Mid_right	1	1.049	2.125
IV	R105	1	Mid_right	2	0.993	2.195
IV	R105	1	Mid_right	3	1.046	2.207
IV	R105	1	Mid_right	4	1.02	2.206
IV	R105	1	Mid_right	5	1.024	2.164
IV	R105	2	Mid_right	1	1.062	2.443
IV	R105	2	Mid_right	2	1.033	2.383
IV	R105	2	Mid_right	3	1.125	2.468
IV	R105	2	Mid_right	4	1.068	2.355
IV	R105	2	Mid_right	5	1.06	2.225
IV	R105	3	Mid_right	1	1.088	2.502
IV	R105	3	Mid_right	2	1.024	2.594
IV	R105	3	Mid_right	3	1.085	2.567
IV	R105	3	Mid_right	4	1.085	2.572
IV	R105	3	Mid_right	5	1.094	2.581
IV	R105	4	Mid_right	1	1	2.357
IV	R105	4	Mid_right	2	0.96	2.391
IV	R105	4	Mid_right	3	1.05	2.414
IV	R105	4	Mid_right	4	1.03	2.378
IV	R105	4	Mid_right	5	1.022	2.323
IV	R105	5	Mid_right	1	1	2.432
IV	R105	5	Mid_right	2	1.045	2.512
IV	R105	5	Mid_right	3	1.036	2.311
IV	R105	5	Mid_right	4	0.996	2.567
IV	R105	5	Mid_right	5	1.04	2.418
IV	R1334	1	Mid_right	1	1.676	5
IV	R1334	1	Mid_right	2	1.634	5
IV	R1334	1	Mid_right	3	1.677	5
IV	R1334	1	Mid_right	4	1.68	5
IV	R1334	1	Mid_right	5	1.643	5
IV	R1334	2	Mid_right	1	1.738	5
IV	R1334	2	Mid_right	2	1.673	5
IV	R1334	2	Mid_right	3	1.712	5
IV	R1334	2	Mid_right	4	1.706	5
IV	R1334	2	Mid_right	5	1.714	5
IV	R1334	3	Mid_right	1	1.723	5
IV	R1334	3	Mid_right	2	1.646	5
IV	R1334	3	Mid_right	3	1.694	5
IV	R1334	3	Mid_right	4	1.67	5
IV	R1334	3	Mid_right	5	1.688	5
IV	R1334	4	Mid_right	1	1.702	5
IV	R1334	4	Mid_right	2	1.631	5
IV	R1334	4	Mid_right	3	1.67	5
IV	R1334	4	Mid_right	4	1.659	5
IV	R1334	4	Mid_right	5	1.637	5
IV	R1334	5	Mid_right	1	1.649	5
IV	R1334	5	Mid_right	2	1.563	5
IV	R1334	5	Mid_right	3	1.655	5
IV	R1334	5	Mid_right	4	1.595	5
IV	R1334	5	Mid_right	5	1.649	5
IV	R483D1	1	Mid_right	1	1.538	2.305
IV	R483D1	1	Mid_right	2	1.433	2.358
IV	R483D1	1	Mid_right	3	1.508	2.412
IV	R483D1	1	Mid_right	4	1.499	2.346
IV	R483D1	1	Mid_right	5	1.507	2.359
IV	R483D1	2	Mid_right	1	1.491	2.321
IV	R483D1	2	Mid_right	2	1.411	2.375
IV	R483D1	2	Mid_right	3	1.492	2.319
IV	R483D1	2	Mid_right	4	1.483	2.389
IV	R483D1	2	Mid_right	5	1.461	2.376
IV	R483D1	3	Mid_right	1	1.539	2.393
IV	R483D1	3	Mid_right	2	1.497	2.394
IV	R483D1	3	Mid_right	3	1.569	2.309
IV	R483D1	3	Mid_right	4	1.546	2.393
IV	R483D1	3	Mid_right	5	1.53	2.304
IV	R483D1	4	Mid_right	1	1.527	2.43
IV	R483D1	4	Mid_right	2	1.464	2.411
IV	R483D1	4	Mid_right	3	1.536	2.417
IV	R483D1	4	Mid_right	4	1.541	2.443
IV	R483D1	4	Mid_right	5	1.536	2.415
IV	R483D1	5	Mid_right	1	1.578	2.433
IV	R483D1	5	Mid_right	2	1.536	2.435
IV	R483D1	5	Mid_right	3	1.579	2.364
IV	R483D1	5	Mid_right	4	1.588	2.452
IV	R483D1	5	Mid_right	5	1.567	2.465
IV	R670	1	Mid_right	1	1.699	2.452
IV	R670	1	Mid_right	2	1.605	2.429
IV	R670	1	Mid_right	3	1.678	2.495
IV	R670	1	Mid_right	4	1.688	2.384
IV	R670	1	Mid_right	5	1.675	2.441
IV	R670	2	Mid_right	1	1.825	2.774
IV	R670	2	Mid_right	2	1.762	2.714
IV	R670	2	Mid_right	3	1.8	2.74
IV	R670	2	Mid_right	4	1.863	2.739
IV	R670	2	Mid_right	5	1.822	2.774
IV	R670	3	Mid_right	1	1.646	2.595
IV	R670	3	Mid_right	2	1.571	2.548
IV	R670	3	Mid_right	3	1.662	2.596
IV	R670	3	Mid_right	4	1.616	2.565
IV	R670	3	Mid_right	5	1.637	2.619
IV	R670	4	Mid_right	1	1.717	2.75
IV	R670	4	Mid_right	2	1.673	2.738
IV	R670	4	Mid_right	3	1.727	2.72
IV	R670	4	Mid_right	4	1.745	2.759
IV	R670	4	Mid_right	5	1.72	2.714
IV	R670	5	Mid_right	1	1.504	2.857
IV	R670	5	Mid_right	2	1.429	2.715
IV	R670	5	Mid_right	3	1.546	2.825
IV	R670	5	Mid_right	4	1.53	2.864
IV	R670	5	Mid_right	5	1.506	2.822
IV	S728	1	Mid_right	1	1.673	5
IV	S728	1	Mid_right	2	1.61	5
IV	S728	1	Mid_right	3	1.714	5
IV	S728	1	Mid_right	4	1.654	5
IV	S728	1	Mid_right	5	1.69	5
IV	S728	2	Mid_right	1	1.64	5
IV	S728	2	Mid_right	2	1.604	5
IV	S728	2	Mid_right	3	1.644	5
IV	S728	2	Mid_right	4	1.685	5
IV	S728	2	Mid_right	5	1.643	5
IV	S728	3	Mid_right	1	1.576	5
IV	S728	3	Mid_right	2	1.507	5
IV	S728	3	Mid_right	3	1.568	5
IV	S728	3	Mid_right	4	1.556	5
IV	S728	3	Mid_right	5	1.54	5
IV	S728	4	Mid_right	1	1.641	5
IV	S728	4	Mid_right	2	1.576	5
IV	S728	4	Mid_right	3	1.621	5
IV	S728	4	Mid_right	4	1.652	5
IV	S728	4	Mid_right	5	1.626	5
IV	S728	5	Mid_right	1	1.649	5
IV	S728	5	Mid_right	2	1.607	5
IV	S728	5	Mid_right	3	1.68	5
IV	S728	5	Mid_right	4	1.645	5
IV	S728	5	Mid_right	5	1.655	5
IV	S782	1	Mid_right	1	1.102	3.668
IV	S782	1	Mid_right	2	1.037	3.546
IV	S782	1	Mid_right	3	1.093	3.689
IV	S782	1	Mid_right	4	1.075	3.714
IV	S782	1	Mid_right	5	1.074	3.598
IV	S782	2	Mid_right	1	1.002	3.755
IV	S782	2	Mid_right	2	0.929	3.805
IV	S782	2	Mid_right	3	1.065	3.826
IV	S782	2	Mid_right	4	1.006	3.73
IV	S782	2	Mid_right	5	1	3.767
IV	S782	3	Mid_right	1	1.074	3.835
IV	S782	3	Mid_right	2	0.997	3.896
IV	S782	3	Mid_right	3	1.066	3.873
IV	S782	3	Mid_right	4	1.05	3.877
IV	S782	3	Mid_right	5	1.068	3.885
IV	S782	4	Mid_right	1	1.009	3.847
IV	S782	4	Mid_right	2	0.97	3.88
IV	S782	4	Mid_right	3	1.019	3.839
IV	S782	4	Mid_right	4	1.037	3.882
IV	S782	4	Mid_right	5	1.003	3.856
IV	S782	5	Mid_right	1	1.04	4.031
IV	S782	5	Mid_right	2	1.004	4.161
IV	S782	5	Mid_right	3	1.044	4.024
IV	S782	5	Mid_right	4	1.03	4.005
IV	S782	5	Mid_right	5	1.034	4.02
V	R29	1	Mid_right	1	0.912	2.441
V	R29	1	Mid_right	2	0.89	2.379
V	R29	1	Mid_right	3	0.924	2.527
V	R29	1	Mid_right	4	0.93	2.544
V	R29	1	Mid_right	5	0.921	1.399
V	R29	2	Mid_right	1	0.907	2.467
V	R29	2	Mid_right	2	0.884	2.365
V	R29	2	Mid_right	3	0.902	2.49
V	R29	2	Mid_right	4	0.902	2.517
V	R29	2	Mid_right	5	0.897	2.521
V	R29	3	Mid_right	1	0.877	2.73
V	R29	3	Mid_right	2	0.857	2.704
V	R29	3	Mid_right	3	0.875	2.801
V	R29	3	Mid_right	4	0.882	2.83
V	R29	3	Mid_right	5	1.022	2.868
V	R29	4	Mid_right	1	0.904	2.606
V	R29	4	Mid_right	2	0.853	2.58
V	R29	4	Mid_right	3	0.885	2.571
V	R29	4	Mid_right	4	0.899	2.517
V	R29	4	Mid_right	5	0.9	2.551
V	R29	5	Mid_right	1	0.968	
V	R29	5	Mid_right	2	0.965	
V	R29	5	Mid_right	3	0.965	
V	R29	5	Mid_right	4	0.987	
V	R29	5	Mid_right	5	0.97	
V	R85	1	Mid_right	1	0.768	1.696
V	R85	1	Mid_right	2	0.729	1.779
V	R85	1	Mid_right	3	0.761	1.848
V	R85	1	Mid_right	4	0.767	1.824
V	R85	1	Mid_right	5	0.768	1.748
V	R85	2	Mid_right	1	0.775	2.256
V	R85	2	Mid_right	2	0.726	2.305
V	R85	2	Mid_right	3	0.774	2.258
V	R85	2	Mid_right	4	0.771	2.163
V	R85	2	Mid_right	5	0.777	2.291
V	R85	3	Mid_right	1	0.767	2.069
V	R85	3	Mid_right	2	0.744	1.983
V	R85	3	Mid_right	3	0.763	2.054
V	R85	3	Mid_right	4	0.766	2.046
V	R85	3	Mid_right	5	0.77	2.018
V	R85	4	Mid_right	1	0.778	2.463
V	R85	4	Mid_right	2	0.727	2.509
V	R85	4	Mid_right	3	0.775	2.464
V	R85	4	Mid_right	4	0.763	2.407
V	R85	4	Mid_right	5	0.773	2.463
V	R85	5	Mid_right	1	0.774	2.136
V	R85	5	Mid_right	2	0.736	2.288
V	R85	5	Mid_right	3	0.757	2.264
V	R85	5	Mid_right	4	0.782	2.217
V	R85	5	Mid_right	5	0.777	2.262
V	Rs	3	Bottom_center	1	0.699	0.898
V	Rs	3	Bottom_center	2	0.648	0.943
V	Rs	3	Bottom_center	3	0.696	0.949
V	Rs	3	Bottom_center	4	0.689	0.947
V	Rs	3	Bottom_center	5	0.696	0.949
V	Rs	4	Top_right	1	0.75	1.176
V	Rs	4	Top_right	2	0.691	1.154
V	Rs	4	Top_right	3	0.72	1.131
V	Rs	4	Top_right	4	0.742	1.159
V	Rs	4	Top_right	5	0.744	1.142
V	Rs	4	Top_left	1	0.718	0.942
V	Rs	4	Top_left	2	0.682	0.972
V	Rs	4	Top_left	3	0.705	0.895
V	Rs	4	Top_left	4	0.704	0.864
V	Rs	4	Top_left	5	0.701	0.824
V	Rs	4	Mid_right	1	0.758	0.916
V	Rs	4	Mid_right	2	0.715	0.915
V	Rs	4	Mid_right	3	0.751	0.915
V	Rs	4	Mid_right	4	0.739	0.931
V	Rs	4	Mid_right	5	0.753	0.972
V	Rs	4	Mid_left	1	0.693	0.7366
V	Rs	4	Mid_left	2	0.647	0.6884
V	Rs	4	Mid_left	3	0.683	0.7048
V	Rs	4	Mid_left	4	0.684	0.7064
V	Rs	4	Mid_left	5	0.686	0.7448
V	S805	1	Mid_right	1	1.035	2.822
V	S805	1	Mid_right	2	0.983	2.979
V	S805	1	Mid_right	3	1.031	2.774
V	S805	1	Mid_right	4	1.005	2.848
V	S805	1	Mid_right	5	1.02	1.955
V	S805	2	Mid_right	1	1.008	2.837
V	S805	2	Mid_right	2	0.952	2.679
V	S805	2	Mid_right	3	0.981	2.676
V	S805	2	Mid_right	4	0.984	2.594
V	S805	2	Mid_right	5	0.996	2.525
V	S805	3	Mid_right	1	0.99	2.9
V	S805	3	Mid_right	2	0.948	2.955
V	S805	3	Mid_right	3	0.976	2.881
V	S805	3	Mid_right	4	0.965	2.953
V	S805	3	Mid_right	5	0.987	3.009
V	S805	4	Mid_right	1	0.938	2.775
V	S805	4	Mid_right	2	0.907	2.751
V	S805	4	Mid_right	3	0.929	2.72
V	S805	4	Mid_right	4	0.94	2.728
V	S805	4	Mid_right	5	0.943	2.724
V	S805	5	Mid_right	1	1.008	2.721
V	S805	5	Mid_right	2	0.965	2.843
V	S805	5	Mid_right	3	0.988	2.817
V	S805	5	Mid_right	4	0.986	2.851
V	S805	5	Mid_right	5	1.003	2.824
I	R22	1	Top_left	1	1.116	1.321
I	R22	1	Top_left	2	1.053	1.375
I	R22	1	Top_left	3	1.067	1.302
I	R22	1	Top_left	4	1.087	1.302
I	R22	1	Top_left	5	1.08	1.376
I	R22	2	Top_left	1	1.071	1.392
I	R22	2	Top_left	2	1.035	1.393
I	R22	2	Top_left	3	1.098	1.405
I	R22	2	Top_left	4	1.052	1.328
I	R22	2	Top_left	5	1.054	1.392
I	R22	3	Top_left	1	1.075	1.298
I	R22	3	Top_left	2	1.03	1.298
I	R22	3	Top_left	3	1.087	1.351
I	R22	3	Top_left	4	1.087	1.338
I	R22	3	Top_left	5	1.075	1.334
I	R22	4	Top_left	1	1.039	1.297
I	R22	4	Top_left	2	1.039	1.262
I	R22	4	Top_left	3	1.045	1.351
I	R22	4	Top_left	4	1.045	1.311
I	R22	4	Top_left	5	1.031	1.333
I	R22	5	Top_left	1	1.072	1.268
I	R22	5	Top_left	2	1.037	1.232
I	R22	5	Top_left	3	1.068	1.281
I	R22	5	Top_left	4	1.056	1.26
I	R22	5	Top_left	5	1.049	1.256
I	R265	1	Top_left	1	1.397	1.397
I	R265	1	Top_left	2	1.349	1.349
I	R265	1	Top_left	3	1.415	1.415
I	R265	1	Top_left	4	1.423	1.423
I	R265	1	Top_left	5	1.397	1.397
I	R265	2	Top_left	1	1.414	1.414
I	R265	2	Top_left	2	1.397	1.397
I	R265	2	Top_left	3	1.444	1.444
I	R265	2	Top_left	4	1.443	1.443
I	R265	2	Top_left	5	1.438	1.438
I	R265	3	Top_left	1	1.396	1.396
I	R265	3	Top_left	2	1.372	1.372
I	R265	3	Top_left	3	1.439	1.439
I	R265	3	Top_left	4	1.443	1.443
I	R265	3	Top_left	5	1.378	1.378
I	R265	4	Top_left	1	1.39	1.39
I	R265	4	Top_left	2	1.361	1.361
I	R265	4	Top_left	3	1.388	1.388
I	R265	4	Top_left	4	1.394	1.394
I	R265	4	Top_left	5	1.378	1.378
I	R265	5	Top_left	1	1.408	1.408
I	R265	5	Top_left	2	1.402	1.402
I	R265	5	Top_left	3	1.438	1.438
I	R265	5	Top_left	4	1.455	1.455
I	R265	5	Top_left	5	1.402	1.402
I	R4	1	Top_left	1	1.259	1.441
I	R4	1	Top_left	2	1.196	1.429
I	R4	1	Top_left	3	1.219	1.382
I	R4	1	Top_left	4	1.246	1.429
I	R4	1	Top_left	5	1.25	1.405
I	R4	2	Top_left	1	1.226	1.524
I	R4	2	Top_left	2	1.179	1.405
I	R4	2	Top_left	3	1.225	1.474
I	R4	2	Top_left	4	1.229	1.489
I	R4	2	Top_left	5	1.228	1.513
I	R4	3	Top_left	1	1.236	1.475
I	R4	3	Top_left	2	1.182	1.493
I	R4	3	Top_left	3	1.243	1.543
I	R4	3	Top_left	4	1.241	1.497
I	R4	3	Top_left	5	1.271	1.475
I	R4	4	Top_left	1	1.253	1.529
I	R4	4	Top_left	2	1.164	1.441
I	R4	4	Top_left	3	1.233	1.524
I	R4	4	Top_left	4	1.213	1.446
I	R4	4	Top_left	5	1.209	1.511
I	R4	5	Top_left	1	1.211	1.432
I	R4	5	Top_left	2	1.176	1.45
I	R4	5	Top_left	3	1.211	1.433
I	R4	5	Top_left	4	1.238	1.505
I	R4	5	Top_left	5	1.235	1.378
I	R553	1	Top_left	1	0.978	1.382
I	R553	1	Top_left	2	0.953	1.382
I	R553	1	Top_left	3	0.952	1.377
I	R553	1	Top_left	4	0.966	1.372
I	R553	1	Top_left	5	0.944	1.373
I	R553	2	Top_left	1	0.953	1.339
I	R553	2	Top_left	2	0.92	1.328
I	R553	2	Top_left	3	0.942	1.323
I	R553	2	Top_left	4	0.948	1.333
I	R553	2	Top_left	5	0.944	1.328
I	R553	3	Top_left	1	0.991	1.464
I	R553	3	Top_left	2	1.024	1.447
I	R553	3	Top_left	3	1.028	1.478
I	R553	3	Top_left	4	1.028	1.476
I	R553	3	Top_left	5	0.992	1.456
I	R553	4	Top_left	1	0.988	1.489
I	R553	4	Top_left	2	0.976	1.417
I	R553	4	Top_left	3	0.948	1.469
I	R553	4	Top_left	4	0.967	1.484
I	R553	4	Top_left	5	0.953	1.5
I	R553	5	Top_left	1	0.968	1.456
I	R553	5	Top_left	2	0.959	1.438
I	R553	5	Top_left	3	1	1.423
I	R553	5	Top_left	4	0.97	1.447
I	R553	5	Top_left	5	0.95	1.411
I	R667	1	Top_left	1	1.411	2.357
I	R667	1	Top_left	2	1.403	2.375
I	R667	1	Top_left	3	1.431	2.443
I	R667	1	Top_left	4	1.445	2.379
I	R667	1	Top_left	5	1.437	2.375
I	R667	2	Top_left	1	1.446	2.393
I	R667	2	Top_left	2	1.402	2.393
I	R667	2	Top_left	3	1.425	2.379
I	R667	2	Top_left	4	1.425	2.379
I	R667	2	Top_left	5	1.411	2.305
I	R667	3	Top_left	1	1.373	2.352
I	R667	3	Top_left	2	1.339	2.352
I	R667	3	Top_left	3	1.378	2.373
I	R667	3	Top_left	4	1.393	2.318
I	R667	3	Top_left	5	1.374	2.3
I	R667	4	Top_left	1	1.279	2.301
I	R667	4	Top_left	2	1.262	2.232
I	R667	4	Top_left	3	1.294	2.253
I	R667	4	Top_left	4	1.288	2.233
I	R667	4	Top_left	5	1.287	2.232
I	R667	5	Top_left	1	1.527	2.68
I	R667	5	Top_left	2	1.438	2.584
I	R667	5	Top_left	3	1.511	2.628
I	R667	5	Top_left	4	1.55	2.648
I	R667	5	Top_left	5	1.518	2.583
II	R483D2	1	Top_left	1	1.639	3.435
II	R483D2	1	Top_left	2	1.567	3.411
II	R483D2	1	Top_left	3	1.595	3.455
II	R483D2	1	Top_left	4	1.627	3.446
II	R483D2	1	Top_left	5	1.649	3.447
II	R483D2	2	Top_left	1	1.568	3.603
II	R483D2	2	Top_left	2	1.471	3.471
II	R483D2	2	Top_left	3	1.522	3.601
II	R483D2	2	Top_left	4	1.519	3.548
II	R483D2	2	Top_left	5	1.519	3.562
II	R483D2	3	Top_left	1	1.491	3.481
II	R483D2	3	Top_left	2	1.425	3.59
II	R483D2	3	Top_left	3	1.475	3.34
II	R483D2	3	Top_left	4	1.485	3.293
II	R483D2	3	Top_left	5	1.491	3.443
II	R483D2	4	Top_left	1	1.455	3.486
II	R483D2	4	Top_left	2	1.365	3.413
II	R483D2	4	Top_left	3	1.484	3.495
II	R483D2	4	Top_left	4	1.442	3.481
II	R483D2	4	Top_left	5	1.457	3.486
II	R483D2	5	Top_left	1	1.511	3.55
II	R483D2	5	Top_left	2	1.467	3.404
II	R483D2	5	Top_left	3	1.553	3.485
II	R483D2	5	Top_left	4	1.531	3.536
II	R483D2	5	Top_left	5	1.511	3.499
II	R930	1	Top_left	1	1.058	1.272
II	R930	1	Top_left	2	1.034	1.415
II	R930	1	Top_left	3	1.056	1.374
II	R930	1	Top_left	4	1.071	1.347
II	R930	1	Top_left	5	1.058	1.296
II	R930	2	Top_left	1	1.073	1.355
II	R930	2	Top_left	2	1.025	1.266
II	R930	2	Top_left	3	1.083	1.404
II	R930	2	Top_left	4	1.062	1.309
II	R930	2	Top_left	5	1.067	1.32
II	R930	3	Top_left	1	1.012	1.302
II	R930	3	Top_left	2	0.967	1.364
II	R930	3	Top_left	3	1.006	1.338
II	R930	3	Top_left	4	1.008	1.349
II	R930	3	Top_left	5	1.003	1.32
II	R930	4	Top_left	1	1.037	1.471
II	R930	4	Top_left	2	1.031	1.524
II	R930	4	Top_left	3	1.084	1.474
II	R930	4	Top_left	4	1.09	1.451
II	R930	4	Top_left	5	1.04	1.426
II	R930	5	Top_left	1	1.004	1.403
II	R930	5	Top_left	2	0.998	1.474
II	R930	5	Top_left	3	1.039	1.478
II	R930	5	Top_left	4	1.03	1.481
II	R930	5	Top_left	5	1.004	1.438
II	S736	1	Top_left	1	1.057	1.799
II	S736	1	Top_left	2	1.133	1.579
II	S736	1	Top_left	3	1.077	1.648
II	S736	1	Top_left	4	1.111	1.65
II	S736	1	Top_left	5	1.045	1.676
II	S736	2	Top_left	1	1.002	1.749
II	S736	2	Top_left	2	1.008	1.69
II	S736	2	Top_left	3	1.043	1.745
II	S736	2	Top_left	4	1.043	1.773
II	S736	2	Top_left	5	1.033	1.713
II	S736	3	Top_left	1	0.861	1.418
II	S736	3	Top_left	2	0.812	1.367
II	S736	3	Top_left	3	0.846	1.443
II	S736	3	Top_left	4	0.835	1.454
II	S736	3	Top_left	5	0.846	1.437
II	S736	4	Top_left	1	0.872	1.288
II	S736	4	Top_left	2	0.857	1.258
